value,filename
victim dropped at the first shot and a,91671_0.txt
second load of buckshot passed over,91671_0.txt
"him, hitting John Abadie, 50 feet away.",91671_0.txt
Johnson reloaded the gun just as Policeman,91671_0.txt
Hoque arrived and disarmed,91671_0.txt
him. Johnson made no resistance. A,91671_0.txt
crowd instantly gathered and rushed,91671_0.txt
"toward him with cries of"" lynch him,""",91671_0.txt
""" get a rope,"" and he begged protection.",91671_0.txt
Jailer Janssens grabbed the shotgun,91671_0.txt
from the policeman and helped to keep,91671_0.txt
the crowd away safely landed the,91671_0.txt
negro at police headquarters and.,91671_0.txt
Young Abadie was rushed at breakneck,91671_0.txt
speed to a doctor's office. Three,91671_0.txt
passed completely through,91671_0.txt
"the buckshot boy's body, in his abdomen.",91671_0.txt
"Bayonets of 3,000 Troops Hold Springfield Mobs at Bay",91672_0.txt
"Scenes of the rioting in Springfield: 1- Public square and courthouse, where Chafin, prohibitionist candidate for president, was struck by brick while talking. 2- Governor Deneen of Illinois. 3- West side of Publie square; arrow points to Loper's restaurant",91672_0.txt
"and cross marks position of stand where Chafin spoke. 4- State capitol. 5- St. Nicholas hotel, where negro who assaulted white woman and precipitated riot was employed. 6- Camp Lincoln, where the fugitive negroes first were quartered. 7- Franklin Life",91672_0.txt
"building, near which rioting occurred. 8- East side of public square, scene of rioting. 9- Municipal lighting plant, where troops were massed.- Armory, where troops and negro refugees are quartered. 11- Odd Fellows' building, one block west of Loper's restaurant",91672_0.txt
", scene of riots, 10",91672_0.txt
Check of Martial Law,91672_0.txt
Race War Smolders Under Iron,91672_0.txt
Whites Flee in Panic to Countryside,91672_0.txt
Blacks Terrorized by Awful Vengeance of,91672_0.txt
DISPATCH TO THE CALL SPECIAL,91672_0.txt
"SPRINGFIELD, Ill., Aug. 16.- Although today was not marked",91672_0.txt
by the scenes of violence which were witnessed in the rioting of,91672_0.txt
"Friday night and last night, in which negroes were lynched and",91672_0.txt
"negro homes destroyed, it was manifest on all sides that the blood",91672_0.txt
"thirst of the people is not appeased. Only the presence of the 3,000",91672_0.txt
soldiers scattered in the strategic points throughout the city has,91672_0.txt
prevented a renewal of violence.,91672_0.txt
"As it is, several negroes have been attacked by whites in the",91672_0.txt
outskirts of the city. One negro was stabbed by a gang of hoodlums,91672_0.txt
who caught him straying from the protection of the soldiers on the,91672_0.txt
state fair grounds. Mysterious fires have occurred in many parts of,91672_0.txt
the city.,91672_0.txt
The life of every negro in Springfield would be unsafe tonight,91672_0.txt
were it not for the presence of the soldiers. Seven regiments hold,91672_0.txt
the city in the iron grip of martial law. A regiment of cavalry will,91672_0.txt
arrive from Chicago in the morning. With the arrival the organized,91672_0.txt
and enforced military resources of the,91672_0.txt
"state will practically be exhausted. But Edward streets last night, was taken",91672_0.txt
"one regiment yet remains to be called, from his cell this morning and put",91672_0.txt
"and as that is the eighth, a colored through a"" third degree"" examination.",91672_0.txt
"regiment of Chicago, it will hardly be Raymer has been in Springfield only a",91672_0.txt
summoned here. So if the state troops few,91672_0.txt
months. He is a Russian Jew and,91672_0.txt
can not control the situation Governor talks broken English. After an hour's,91672_0.txt
Deneen will be compelled to apply for gruelling he broke down and admitted,91672_0.txt
federal troops,91672_0.txt
. that he was one of the mob that strung,91672_0.txt
PEOPLE OF LINCOLN'S CRADLE,91672_0.txt
DECREE BLACKS MUST GO,91672_0.txt
"The white people of Springfield, the",91672_0.txt
"home of Abraham Lincoln, who emancipated",91672_0.txt
"the black race, have decided",91672_0.txt
that the negro can have no abiding,91672_0.txt
place in their city. The negro himself,91672_0.txt
realizes the import of the edict and he,91672_0.txt
is going.,91672_0.txt
A careful estimate places the number,91672_0.txt
of negroes who have left Springfield,91672_0.txt
since the beginning of the race war at,91672_0.txt
"2,000. Of this number nearly three-",91672_0.txt
fourths have gone out of the county,91672_0.txt
on railroads and interurban lines. The,91672_0.txt
rest have gone by wagon and on foot,91672_0.txt
and are located in the rural districts.,91672_0.txt
STAY WITHIN STATE,91672_0.txt
The great mass of the scurrying,91672_0.txt
blacks are still within the state. Some,91672_0.txt
"have gone to Missouri, Kentucky ,, In-",91672_0.txt
"diana, and a few to the south. Some",91672_0.txt
are known to have gone as far past the,91672_0.txt
Mason and Dixon line as Louisiana.,91672_0.txt
There are still many negroes left in,91672_0.txt
"Springfield, but of these there are many",91672_0.txt
who are planning to go at the first,91672_0.txt
opportunity.,91672_0.txt
In another week the negro quarters,91672_0.txt
of Springfield will be depopulated. The,91672_0.txt
only negroes seen on the streets today,91672_0.txt
were those skurrying in fear haunted,91672_0.txt
the railroad trains. Every,91672_0.txt
groops for,91672_0.txt
group of fleeing blacks was accompanied,91672_0.txt
by a squad of soldiers,91672_0.txt
It was a common sight to see. a half,91672_0.txt
"dozen negroes, old men and women",91672_0.txt
"with babies, being escorted down the",91672_0.txt
street to the railroad by a squad of,91672_0.txt
soldiers. In week the negro colonies,91672_0.txt
will be like a deserted villages.,91672_0.txt
In the levee districts especially the,91672_0.txt
results of this exodus can be noted.,91672_0.txt
There the few houses which were not,91672_0.txt
destroyed by the fire on Friday night,91672_0.txt
are empty and all their former occupants,91672_0.txt
and furniture have gone to other,91672_0.txt
cities.,91672_0.txt
Another victim of Friday night's violence,91672_0.txt
died early this morning at St.,91672_0.txt
"John's hospital. Frank Delmore, a",91672_0.txt
miner in the employ of the Capital coal,91672_0.txt
"company, was the second man to die of",91672_0.txt
wounds received at almost the beginning,91672_0.txt
"of the riot. John Colwell, another",91672_0.txt
"coal miner, was shot at the same time",91672_0.txt
and at the same corner. He lived only,91672_0.txt
a few hours.,91672_0.txt
MINERS OUTBREAK,91672_0.txt
FEAR',91672_0.txt
Colwell is to be buried Tuesday. The,91672_0.txt
police fear that the thousands of coal,91672_0.txt
miners who will attend the funeral,91672_0.txt
may become riotous after their com-,91672_0.txt
rade has been laid in his grave. Extraordinary,91672_0.txt
precautions will be taken,91672_0.txt
by the militia to prevent any trouble.,91672_0.txt
"There are between 7,000 and 8,000 coal",91672_0.txt
miners employed in the mines in and,91672_0.txt
around Springfield and,91672_0.txt
Colwell was,91672_0.txt
well known to most of them. If his,91672_0.txt
comrades should be incited to violence,91672_0.txt
the loss of life would be terrible.,91672_0.txt
Major General Young has no fear of,91672_0.txt
"trouble, but he he is prepared for",91672_0.txt
it if it does come says.,91672_0.txt
"Abraham Raymen, the man arrested",91672_0.txt
last night on suspicion of being one,91672_0.txt
of the mob lynched the aged negro,91672_0.txt
", William that Donigan, at Spring and",91672_0.txt
"Edward streets last night, was taken",91672_0.txt
from his cell this morning and put,91672_0.txt
"through a"" third degree"" examination.",91672_0.txt
Raymer has been in Springfield only a,91672_0.txt
few months. He is a Russian Jew and,91672_0.txt
talks broken English. After an hour's,91672_0.txt
gruelling he broke down and admitted,91672_0.txt
that he was one of the mob that strung,91672_0.txt
the old negro to tree after slashing,91672_0.txt
his throat with a razor. He also gave,91672_0.txt
the police the name of four or five of,91672_0.txt
the mob which he knew. Officers are,91672_0.txt
"searching for them, but it is thought",91672_0.txt
they left the city.,91672_0.txt
NO PROVOCATION FOR ACT,91672_0.txt
From Raymer's story of the lynching,91672_0.txt
there was no provocation for the,91672_0.txt
"wanton action, only that Donigan was",91672_0.txt
married to a white woman. Raymer denies,91672_0.txt
any part in the actual lynching.,91672_0.txt
but the police believe he was one of,91672_0.txt
those who placed the rope around the,91672_0.txt
old man's neck. At 3 o'clock Friday,91672_0.txt
morning Raymer was one of the foremost,91672_0.txt
of the crowd that lynched Scott,91672_0.txt
"Burton, the negro barber at Twelfth",91672_0.txt
and Madison streets. He realizes that,91672_0.txt
he can be hanged for the part he took,91672_0.txt
in Friday night's work.,91672_0.txt
Governor Deneen tonight forced the,91672_0.txt
city authorities to take steps which he,91672_0.txt
expects will put an end to the rioting.,91672_0.txt
which has held sway in Springfield,91672_0.txt
since Friday night. He summoned,91672_0.txt
States Attorney Frank L. Hatch before,91672_0.txt
him and ordered that a special grand,91672_0.txt
Jury be convened tomorrow to indict,91672_0.txt
the half hundred rioters who now are,91672_0.txt
prisoners in the county jail. The investigation,91672_0.txt
will be as direct and forceful,91672_0.txt
as a military court martial. It is,91672_0.txt
expected that true bills will be voted,91672_0.txt
with regularity and precision. The governor,91672_0.txt
informed the city authorities that,91672_0.txt
the prosecutions must be real,91672_0.txt
and ensuing vigorous.,91672_0.txt
CHICAGO RIOTS MOB IN,91672_1.txt
Crowd Cries for Blood of Captured,91672_1.txt
Black Murderer,91672_1.txt
SPECIAL DISPATCH TO THE CALL,91672_1.txt
"CHICAGO, Aug. 16.- The lynch",91672_1.txt
of Springfield proved contagious lust in,91672_1.txt
Chicago today when a negro who had,91672_1.txt
just beaten out the brains of a woman,91672_1.txt
was conveyed by an armed posse,91672_1.txt
policemen from the Cottage Grove ave- of,91672_1.txt
A Murderer Lynched.,91673_0.txt
"HOPKINSVILLE, Ky., November 24.-",91673_0.txt
Information has been received to the,91673_0.txt
"effect that Joseph A. Smith, the man",91673_0.txt
"who killed W. T. Williams, the Town",91673_0.txt
"Marshal of Trenton, two weeks ago, was",91673_0.txt
"taken from jail at Elkton, the county",91673_0.txt
"seat of Todd county, last night, by a",91673_0.txt
"mob, and hanged to a tree in the",91673_0.txt
house yard. court-,91673_0.txt
CROWD ANGRY FROM AN,91674_0.txt
SHERIFF SAVES NEGROES,91674_0.txt
"Mob Cries Lynch"" Them"" When",91674_0.txt
Protected Boy,91674_0.txt
Gamblers Slash Man Who,91674_0.txt
"SENACA, Kan., Sept. 12.- Jim and",91674_0.txt
"Ollie Johnson, negroes. of Centralia,",91674_0.txt
are in jail here. lacking by only a narrow,91674_0.txt
margin being the victims of an infuriated,91674_0.txt
mob. The men had been betting,91674_0.txt
on the races at the Centralia log,91674_0.txt
"rolling last evening and, being losers,",91674_0.txt
attacked a boy bystander. This called,91674_0.txt
"for interference by Sam Murphy, a",91674_0.txt
white spectator. The negroes at once,91674_0.txt
Murphy fatally with knives,91674_0.txt
and slashed struck him after he fell.,91674_0.txt
"A crowd with ropes quickly gathered,",91674_0.txt
"crying"" Lynch them! Hang them!"" but",91674_0.txt
the negroes were spirited away to the,91674_0.txt
"jail at this place, followed by an angry",91674_0.txt
throng which surrounded the prison,91674_0.txt
"through, the night.",91674_0.txt
HANGS FOUR MEN,91675_0.txt
OKLAHOMA MOB,91675_0.txt
Ada Jail Stormed and Prisoners,91675_0.txt
Accused of Murder,91675_0.txt
. Are Lynched,91675_0.txt
Slayer of Rich Cattleman and,91675_0.txt
Given Short,91675_0.txt
Accomplices Shrift,91675_0.txt
"ADA, Okla., April 19.- At 3 o'clock",91675_0.txt
this morning a mob of 200 men stormed,91675_0.txt
the county jail here and after overpowering,91675_0.txt
the sheriff lynched four white,91675_0.txt
men. The men lynched were J. B. Miller,91675_0.txt
"of Fort Worth, Tex., charged with",91675_0.txt
"the murder of A. A. Bobbitt, a wealthy",91675_0.txt
"cattleman of this section, and D. B. Bur-",91675_0.txt
"rell, Jesse West and Joseph Allen, alleged",91675_0.txt
accomplices.,91675_0.txt
"The mob worked rapidly and quietly,",91675_0.txt
nothing being known of the lynching,91675_0.txt
until daylight. The victims of the mob,91675_0.txt
"were taken, to a barn within a short",91675_0.txt
distance of the jail.,91675_0.txt
""" Bring a rope,"" the leader shouted,",91675_0.txt
and one by one the men were hanged.,91675_0.txt
The mob efected an entrance to the,91675_0.txt
jail by tearing down a high fence which,91675_0.txt
inclosed it. As soon as all the members,91675_0.txt
of the vigilance party were inside,91675_0.txt
the inclosure the leader pounded on the,91675_0.txt
jait door.,91675_0.txt
Four sturdy members of the mob fell,91675_0.txt
"against the jail door, breaking it. Inside",91675_0.txt
one of the party dealt the sheriff,91675_0.txt
"a blow with his revolver, felling him.",91675_0.txt
The mob then completed its work.,91675_0.txt
"Walter Peeler, aged 17, a nephew of",91675_0.txt
"Miller, confined in the jail for complicity",91675_0.txt
"in the murder, was not molested",91675_0.txt
by the lynchers. He turned state's evidence,91675_0.txt
a week ago and was being heid,91675_0.txt
as a witness.,91675_0.txt
The electric wires were cut by the,91675_0.txt
mob prior to the hanging and the city,91675_0.txt
thrown into complete darkness.,91675_0.txt
Will Punish Lynchers,91675_0.txt
"GUTHRIE, Okla., April 19.- Governor",91675_0.txt
Haskell said tonight that those implicated,91675_0.txt
in the Ada lynching would be,91675_0.txt
punished to the full extent of the law,91675_0.txt
if identified,91675_0.txt
. An official,91675_0.txt
will be made. investigation,91675_0.txt
A Negro Rape Fiend Lynched.,91676_0.txt
"MACON, Ga., Oct. 18.- William Singleton",91676_0.txt
", a negro hackman, was taken from",91676_0.txt
jail last night by an armed mob and,91676_0.txt
hanged to a tree. Five weeks ago Singleton,91676_0.txt
committed rape upon a young,91676_0.txt
lady whose name is suppressed because,91676_0.txt
of her social prominence. She is a,91676_0.txt
daughter of the late Chief Justice,91676_0.txt
"grand Lumpkin, of this state.",91676_0.txt
A WAIF'S DEATH AVENGED.,91677_0.txt
The Murderer of a Little Boy Lynched,91677_0.txt
by a Mob.,91677_0.txt
"MARSHFIELD, Mo., Feb. 27.- Richard",91677_0.txt
"Cullen, a young man charged with the",91677_0.txt
murder of a foster- child of Cullen's stepfather,91677_0.txt
", Henry Shaw, was taken from",91677_0.txt
the jail by an armed mob last night and,91677_0.txt
hanged.,91677_0.txt
Last Tuesday night the body of a 4-,91677_0.txt
year- old boy was found in an old well,91677_0.txt
near the residence of Henry Shaw. The,91677_0.txt
"child was a waif, but had been adopted",91677_0.txt
and reared by Shaw as his own. Mon-,91677_0.txt
day night Mrs. Shaw put the boy to bed,91677_0.txt
"in a room where Richard Cullen, Shaw's",91677_0.txt
step- son slept. Tuesday morning the,91677_0.txt
child was missing. Suspscion pointed,91677_0.txt
"to Cullen, who had bee. jealous of the",91677_0.txt
waif because he believed his step- father,91677_0.txt
"intended to leave his property to him,",91677_0.txt
and when the body was found in the,91677_0.txt
"well, Cullen and his mother were",91677_0.txt
rested. ar-,91677_0.txt
A Wife Murderer Lynched.,91678_0.txt
"GUTHRIE, O. T., Feb. 16 .-- A report",91678_0.txt
"from Chandler says Henry Redmond,",91678_0.txt
"murdered his wife a few days ago,",91678_0.txt
who has been lynched.,91678_0.txt
BEES. HANGING EARLY,91679_0.txt
SOME RECOLLECTIONS OF DEPUTY,91679_0.txt
ROBINSON,91679_0.txt
"SHERIFF G, W..",91679_0.txt
An Octogenerian Who Is Still Young,91679_0.txt
and Vigorous -Lynchings Which,91679_0.txt
Here More Than,91679_0.txt
Occurred Forty Years Ago.,91679_0.txt
One of the oldest citizens in Southern,91679_0.txt
"California, and likewise a pioneer in",91679_0.txt
"Los Angeles county, is G. W. Robin-",91679_0.txt
"son, Mr. Robinson is 83 years of age,",91679_0.txt
and he insists that he is still a young,91679_0.txt
and vigorous man. In 1851 Mr. Robin-,91679_0.txt
"son was a deputy sheriff of this county,",91679_0.txt
George Burrill at the time being sheriff.,91679_0.txt
Mr. Robinson read the other day of,91679_0.txt
"some of the early"" hanging bees"" in",91679_0.txt
"this county, but as none of them went",91679_0.txt
back to his time he has given the HERALD,91679_0.txt
some interesting data concerning,91679_0.txt
some of the vigilance committees that,91679_0.txt
he ran across in his experience as an,91679_0.txt
"officer of this county, forty- one years",91679_0.txt
ago.,91679_0.txt
"The first two men hung in this county,",91679_0.txt
"he states, were Albertus and Reys, who",91679_0.txt
were strung up in 1851. They had murdered,91679_0.txt
"two naturaliste, one a German",91679_0.txt
"and the other a man named McCoy, who",91679_0.txt
"lived at Portsmouth, O. They had",91679_0.txt
sailed south from San Francisco in the,91679_0.txt
"Sea Bird, and had landed at San Diego.",91679_0.txt
hey were making their way overland,91679_0.txt
rom San Diego to Los Angeles.,91679_0.txt
The two naturalists were gathering,91679_0.txt
insects and journeying slowly toward this,91679_0.txt
city. Albertus and Reys came across,91679_0.txt
them. Murder and robbery was determined,91679_0.txt
upon. The two wretches cut,91679_0.txt
"clubs from a willow tree, and coming",91679_0.txt
upon the two unsuspecting naturalists,91679_0.txt
"unexpectedly, they fell upon them and",91679_0.txt
beat their brains out. They robbed the,91679_0.txt
"bodies of$ 270, and both murderers",91679_0.txt
came to Los Angeles with the spoile.,91679_0.txt
They got to boasting of what they had,91679_0.txt
"done while drunk, and Deputy Sheriff",91679_0.txt
Robinson and a posse of ten men commenced,91679_0.txt
to search for the bodies. The,91679_0.txt
men had been murdered on the Jabon-,91679_0.txt
eria ranch. The bodies had been lying,91679_0.txt
"uncovered for five days, and the",91679_0.txt
coyotes had carried them off some distance,91679_0.txt
. The two murderers having confessed,91679_0.txt
", were lynched.",91679_0.txt
The next lynching occurred during,91679_0.txt
the same year of 1851. An Indian,91679_0.txt
killed a Yueaibe Indian in the vineyard,91679_0.txt
of Don Augustine Machado. He was,91679_0.txt
sent into eternity with the aid of a,91679_0.txt
noose properly adjusted in the hands of,91679_0.txt
a vigilance committee. Mr. Robinson,91679_0.txt
caught the Indian a mile and a half,91679_0.txt
"from town, beastly drunk.",91679_0.txt
The next party to hang was also an,91679_0.txt
"Indian. He killed a Mexican in 1851,",91679_0.txt
and suffered in consequence at the hands,91679_0.txt
of a vigilance committee.,91679_0.txt
The next who was leading man at,91679_0.txt
"a hanging bee was Sijerano Sandevotjar,",91679_0.txt
in 1851 killed Gen. Bean at San,91679_0.txt
who Gabriel.,91679_0.txt
The next killing that took place was,91679_0.txt
in the same year on the west end of,91679_0.txt
"Court street. Alvitre killed Pickney,",91679_0.txt
and was hung. He was sent into eternity,91679_0.txt
", though, according to the forms of",91679_0.txt
law.,91679_0.txt
On the same day the Spanish population,91679_0.txt
took a murderer named Dave Brown,91679_0.txt
out of jail and strung him up. They,91679_0.txt
thought that too much consideration,91679_0.txt
"was being shown American murderere,",91679_0.txt
and they resented it by organizing a,91679_0.txt
mob and lynching Brown. He had already,91679_0.txt
"been convicted of murder, but had",91679_0.txt
appealed his case to the supreme court.,91679_0.txt
The leader of the mob on that day is,91679_0.txt
"still alive, and lives here in Los Angeles.",91679_0.txt
These are a few of the little affairs,91679_0.txt
that Deputy Sheriff Robinson noted,91679_0.txt
during his official existence here in,91679_0.txt
Angeles back in '51. Los,91679_0.txt
BOOTS ON THEIR WITH DIED,91681_0.txt
A Terrible Lynching Affair,91681_0.txt
A,91681_0.txt
"at Bakersville, N. C.",91681_0.txt
1657 4019,91681_0.txt
CULT,91681_0.txt
Many Lives Sacrificed While,91681_0.txt
Avenging One.,91681_0.txt
7211,91681_0.txt
N,91681_0.txt
Gallant Defense of the Jail by the,91681_0.txt
Sheriff's Posse.,91681_0.txt
k,91681_0.txt
The Officers Finally Overpowerel and,91681_0.txt
"Three Prisoners Lynched, But Not",91681_0.txt
Before About Fifty Men,91681_0.txt
Killed,91681_0.txt
Were.,91681_0.txt
By the Associated Press.,91681_0.txt
"BAKERSVILLE, N. C., Jan. 4. Last",91681_0.txt
night a mob of 500 masked men entered,91681_0.txt
"the jail, took Calvin Snipes, a murderer,",91681_0.txt
"to a forest half a mile away, and lyached",91681_0.txt
him. Seven of the sheriff's posse were,91681_0.txt
killed in their effort to defend the prisoner,91681_0.txt
. About 25 of the mob were killed.,91681_0.txt
Among the dead and wounded are some,91681_0.txt
of the most prominent men in,91681_0.txt
county. the,91681_0.txt
DETAILS OF THE AFFAIR.,91681_0.txt
"JOHNSON CITY, Tenn., Jan. 4- The",91681_0.txt
facts which led up to the terrible lynching,91681_0.txt
"affray in Bakersville, N. C., are as",91681_0.txt
follows: Aaron Wiseman and Calvin,91681_0.txt
Snipes were partners in an illicit distillery,91681_0.txt
"in Mitchell county, N., and",91681_0.txt
"told William Osborne and Isaac Osborne,",91681_0.txt
"two brothers, where their distillery was",91681_0.txt
situated. William Osborne reported,91681_0.txt
officials and,91681_0.txt
helped,91681_0.txt
to the,91681_0.txt
them to destroy it. Wiseman,91681_0.txt
and Snipes suspected Isaac Osborne as,91681_0.txt
the reporter. On the night of August,91681_0.txt
"27, 1892, armed with Winchesters, they",91681_0.txt
"went to Isaac Osborne's house and,",91681_0.txt
"calling him to the door, opened fire,",91681_0.txt
almost riddling him with bullets. Wise-,91681_0.txt
"man and Snipes, were arrested, but sufficient",91681_0.txt
evidence could not be obtained,91681_0.txt
against Wiseman and he was released.,91681_0.txt
Snipes was bound over to the superior,91681_0.txt
court on purely circumstantial evidence.,91681_0.txt
He was placed in jail and after being,91681_0.txt
confined about two weeks confessed to,91681_0.txt
the killing in the manner above related.,91681_0.txt
When Wissman heard this he left the,91681_0.txt
country. Ever since the murder the,91681_0.txt
brothers of the dead man have been,91681_0.txt
untiring in their efforts to arouse the,91681_0.txt
public to vengeance. For several days,91681_0.txt
"the sheriff was kept fully informed, and",91681_0.txt
he selected 20 of the most determined,91681_0.txt
guarding,91681_0.txt
men the county to assist him in,91681_0.txt
the prisoner in his charge. A,91681_0.txt
email party attempted to storm the jail,91681_0.txt
"Monday night, but they were easily",91681_0.txt
beaten back by the sheriff and posse.,91681_0.txt
The Osbornes redoubled their effe in,91681_0.txt
"Tuesday, and by couriers succeeded in",91681_0.txt
getting a mob of nearly 400 men together,91681_0.txt
"near the little city. The sheriff,",91681_0.txt
"knowing what was coming, doubled the",91681_0.txt
"number of guards, saw that their arms",91681_0.txt
"were in perfect order, and took every",91681_0.txt
precaution to beat off the attack.,91681_0.txt
It was after midnight when the mob,91681_0.txt
was ready to move upon the jail. Fir-,91681_0.txt
"ing commenced soon after, and a pitched",91681_0.txt
battle followed immediately between,91681_0.txt
the mob and the deputies. Almost at,91681_0.txt
"the first volley William Osborne, who",91681_0.txt
"led the attack, was killed. In a few",91681_0.txt
moments John Osborne also fell dead.,91681_0.txt
"The battle raged until 11 o'clock, nearly",91681_0.txt
half the number of deputies had fallen,91681_0.txt
dead and several others were badly,91681_0.txt
"wounded. Then tho mob, with a yell of",91681_0.txt
"triumph, entered the jail, battered down",91681_0.txt
the cell door and led the unhappy Snipes,91681_0.txt
his doom. 10,91681_0.txt
away,91681_0.txt
"He was given no chance to say a word,",91681_0.txt
but was riddled with bullets from a hundred,91681_0.txt
weapons.,91681_0.txt
Members of the sheriff's posse were,91681_0.txt
"killed as follows: J. N. Williams, E. N.",91681_0.txt
"Jones, P. B. Sams, R. E. Johnson, Wm.",91681_0.txt
"Reed, T. N. Becker, J. W. Laws, H. R.",91681_0.txt
"Pannell, G. N. Hallifield, Tom Hall.",91681_0.txt
The names of those of the mob who,91681_0.txt
"were killed are: John Work, William",91681_0.txt
"Osborne, T. G. Bailiff, Will Perry, John",91681_0.txt
"Osborne, Phil Crewer, Jim Nance, Will",91681_0.txt
"Butler, X. Hagey Dird, Owen Thomas,",91681_0.txt
Jack Phillips and several others whose,91681_0.txt
names are not known at present.,91681_0.txt
LATER Following is a further list of,91681_0.txt
"the killed: George Thomas, Henry",91681_0.txt
"Yance, George Brady, Thomas Black,",91681_0.txt
"Charles Henry, Charles Patrick, Ben",91681_0.txt
"Norton, Alexander Sams, Thomas",91681_0.txt
"Jones, Abraham Jackson, Thomas Hat-",91681_0.txt
field.$ 2492 C,91681_0.txt
Six others are dead whose names are,91681_0.txt
At 30 others are,91681_0.txt
"wounded, some of whom will the, but",91681_0.txt
is impossible to obtain the names tonight,91681_0.txt
.,91681_0.txt
"The mob is still under arms, but in",91681_0.txt
"spite of the intense excitement, it is",91681_0.txt
not believed there will be any more,91681_0.txt
bloodshed unless a call is made upon,91681_0.txt
the governor for troops. If troops are,91681_0.txt
summoned every mountain moonshiner,91681_0.txt
for miles around will assemble to repulse,91681_0.txt
"them, as the people have little respect",91681_0.txt
"for anything but local law, but",91681_0.txt
will resent outside attempts to force,91681_0.txt
them into submission. So far as they,91681_0.txt
"are concerned the case is closed, as both",91681_0.txt
the sheriff's posse and the mob are regarded,91681_0.txt
as having done their duty,91681_0.txt
dying with their boots on. in,91681_0.txt
A Colored Rape Fiend Lynched.,91682_0.txt
"SAVANNAH, Ga., Sept. 27.- A News",91682_0.txt
special from Swainsboro says Charles,91682_0.txt
Mock( colored) was taken from jail by a,91682_0.txt
mob and hanged. Mock a few days ago,91682_0.txt
criminally assaulted a white of,91682_0.txt
that place. woman,91682_0.txt
MOB MEMBERS. OMAHA,91683_0.txt
SEVEN OF THE LYNCHERS ARRESTED,91683_0.txt
FOR MURDER.,91683_0.txt
Bail Being Refused the Culprits a Crowd,91683_0.txt
Surrounded the Jail and Threatened,91683_0.txt
to Liberate Them by Force- The Mob,91683_0.txt
Successfully Stood Off.,91683_0.txt
"OMAHA, Neb., Oct. 10.- Seven members",91683_0.txt
of the mob which lynched the,91683_0.txt
"negro rapist, last night, are under arrest",91683_0.txt
", charged with murder in tha first",91683_0.txt
degree. County Attorney Mahoney refused,91683_0.txt
"to allow the prisoners bail, and by",91683_0.txt
7 p. m. a large crowd surrounded the jail,91683_0.txt
"and threatened, if the prisoners were",91683_0.txt
"not given their liberty, that the jail",91683_0.txt
would be attacked and the men liberated,91683_0.txt
. The men under arrest are Ed,91683_0.txt
"Neuschalfer, Patrick O'Herne, John",91683_0.txt
"Fritz, R. G. Bloom, H. H. Brandis, Ed",91683_0.txt
Fitzgerald and John O'Donoghue.,91683_0.txt
County Attorney Mahoney sent word,91683_0.txt
that the men would not be released,91683_0.txt
"under any circumstances, and the crowd",91683_0.txt
at once began to lay plans for attacking,91683_0.txt
the jail.,91683_0.txt
When the mob gathered in front of,91683_0.txt
"the jail, Jailor Harrigan appeared and",91683_0.txt
announced that none of the men wanted,91683_0.txt
were there. Offering to escort a committee,91683_0.txt
"of ten through the building, the",91683_0.txt
"crowd accepted the proposition, and the",91683_0.txt
committee reported the men gone. Five,91683_0.txt
of the prisoners had been released on,91683_0.txt
"bai !, the other two were taken to",91683_0.txt
Papillion and.,91683_0.txt
Judge Lynch in Wisconsin.,91684_0.txt
"DARLINGTON, Wis., Sept. 21.- At noon",91684_0.txt
today an infuriated mob took from the,91684_0.txt
"county jail Anton Seiboldt, who brutally",91684_0.txt
murdered James Meighan last,91684_0.txt
"Wednesday, and hanged him to a tree",91684_0.txt
in the courthouse yard. Seiboldt was a,91684_0.txt
desperate character. The city is in a,91684_0.txt
"state of excitement, and the principal",91684_0.txt
streets are crowded with people from,91684_0.txt
surrounding country. Sieboldt was,91684_0.txt
a the hand on Meighan's farm.,91684_0.txt
Wisconsin in. Murderer Lynched A,91684_0.txt
PROSPECTIVE BLOODSHED.,91685_0.txt
A White Mob Trying to Lynch a Negro,91685_0.txt
Rape Fiend.,91685_0.txt
"CARLTON, Mo., Sept. 18.- While May",91685_0.txt
"Betzemberger, 15 years old, was returning",91685_0.txt
"home from school yesterday, she",91685_0.txt
"was accosted by Joseph Oliver, a",91685_0.txt
"negro boy, who attempted to assault",91685_0.txt
"her, and in the struggle which",91685_0.txt
"ensued, he stabbed her in the shoulder.",91685_0.txt
"Oliver was arrested, and after his examination",91685_0.txt
this afternoon a crowd of,91685_0.txt
"white men attempted to lynch him, but",91685_0.txt
he was landed safely in jail. At nidnight,91685_0.txt
tonight a mob of whites assembled,91685_0.txt
about the jail to secure the negro and,91685_0.txt
"lynch him, while opposing negroes are",91685_0.txt
gathering to protect the prisoner. A,91685_0.txt
fight between the two mobs is imminent,91685_0.txt
". Both sides are well armed, and it",91685_0.txt
is is feared there will be much,91685_0.txt
shed. blood-,91685_0.txt
"ROBBERY, ATTEMPTED BANK",91686_0.txt
"Leechburg, Pa.",91686_0.txt
Burglars Surprised at Work at,91686_0.txt
A Citizen Murdered While Attempting,91686_0.txt
to Arrest Them.,91686_0.txt
The Murderer Captured and Lynching,91686_0.txt
Freely Talked Of- The Rest of the,91686_0.txt
Gang Escaped- General,91686_0.txt
Eastern News.,91686_0.txt
By the Associated Press.,91686_0.txt
"LEECHBURG, Pa., Feb. 21.- The town",91686_0.txt
was thrown into most intense excitement,91686_0.txt
this evening by an attempted,91686_0.txt
